district,event_index,Type 0,Type 1,Type 2,Type 3,Type 4,Type 5,Type 6
1009007,163,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,164,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,165,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009007,166,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,167,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,168,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,169,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009007,170,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009007,171,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,172,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,173,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,174,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1009007,175,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1009007,176,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,177,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009007,178,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009007,179,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,180,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,181,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,182,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,183,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,184,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1009007,185,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,186,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,187,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009007,188,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009007,189,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1009007,190,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009007,191,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1009008,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009008,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009008,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1009008,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009008,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1009008,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009008,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009008,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009008,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009008,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009008,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009008,11,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009008,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009008,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009008,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009008,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009008,16,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009008,17,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009008,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009008,19,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1009008,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009008,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009008,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1009008,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009008,24,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1009008,25,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1009008,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009008,27,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009008,28,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009008,29,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1009008,30,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009008,31,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009008,32,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009008,33,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1009008,34,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009008,35,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009008,36,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009008,37,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009008,38,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009008,39,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009008,40,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009008,41,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009008,42,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009008,43,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009008,44,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1009008,45,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1009008,46,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009008,47,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009008,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009008,49,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009008,50,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009008,51,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009008,52,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009008,53,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1009008,54,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1009008,55,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009008,56,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009008,57,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009008,58,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009008,59,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1009008,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009008,61,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009008,62,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009008,63,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009008,64,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009008,65,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009008,66,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009008,67,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1009008,68,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009008,69,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009008,70,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009008,71,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009008,72,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1009008,73,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009008,74,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009008,75,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009008,76,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1009008,77,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1009008,78,1.0,0.0,0.0,0.0,0.0,0.0,0.0
